SOURCE_KEY,DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
1BY6WEcLGh8j5v7,2020-05-21 07:45:00,3946.25,387.775,296.25,6298642.25
1IF53ai7Xc0U56Y,2020-05-21 07:45:00,3553.4,348.88,343.2,6225770.2
3PZuoBAID5Wc2HD,2020-05-21 07:45:00,3534.6,347.02,342.2,7029836.2
7JYdWkrLSPkdwr4,2020-05-21 07:45:00,3403.8,334.28,328.8,7644308.8
McdE0feGgRqW7Ca,2020-05-21 07:45:00,3339.8,328.12,315.6,7201377.6
VHMLBKoKgIrUVDU,2020-05-21 07:45:00,3504.6,344.08,338.0,7248862.0
WRmjgnKYAwPKWDb,2020-05-21 07:45:00,3475.2,341.2,338.2,7070063.2
YxYtjZvoooNbGkE,2020-05-21 07:45:00,3283.0,322.54,311.6,7221605.6
ZnxXDlPa8U1GXgE,2020-05-21 07:45:00,4204.5,413.05,313.5,6564358.5
ZoEaEvLYb1n2sOq,2020-05-21 07:45:00,4033.0,396.225,299.0,7139367.0
adLQvlD726eNBSB,2020-05-21 07:45:00,3605.0,353.9,349.2,6313964.2
bvBOhCH3iADSZry,2020-05-21 07:45:00,3109.2,305.54,298.2,6355336.2
iCRJl6heRkivqQ3,2020-05-21 07:45:00,3257.0,320.0,309.4,7219914.4
ih0vzX44oOqAx2f,2020-05-21 07:45:00,3278.0,322.08,311.2,6226252.2
pkci93gMrogZuBj,2020-05-21 07:45:00,3171.8,311.64,300.2,7210498.2
rGa61gmuvPhdLxV,2020-05-21 07:45:00,3203.6,314.76,302.2,7152935.2
sjndEbLyjtCKgGv,2020-05-21 07:45:00,3255.6,319.86,308.6,7058369.6
uHbuxQJl8lW7ozc,2020-05-21 07:45:00,4057.5,398.65,302.5,7080413.5
wCURE6d3bPkepu2,2020-05-21 07:45:00,3253.0,319.6,304.0,6824548.0
z9Y9gH1T5YWrNuG,2020-05-21 07:45:00,3321.0,326.28,312.6,7049573.6
zBIq5rxdHJRwDNY,2020-05-21 07:45:00,3257.8,320.08,307.8,6381169.8
zVJPv84UY57bAof,2020-05-21 07:45:00,3250.2,319.34,306.6,7157485.6
1BY6WEcLGh8j5v7,2020-05-21 08:00:00,3089.833333,303.1166667,241.3333333,6298697.0
1IF53ai7Xc0U56Y,2020-05-21 08:00:00,5197.6,509.52,412.0,6225839.0
3PZuoBAID5Wc2HD,2020-05-21 08:00:00,5169.8,506.8,416.0,7029910.0
7JYdWkrLSPkdwr4,2020-05-21 08:00:00,5006.8,490.86,316.8,7644368.2
McdE0feGgRqW7Ca,2020-05-21 08:00:00,3292.5,322.7833333,251.3333333,7201427.667
VHMLBKoKgIrUVDU,2020-05-21 08:00:00,5145.8,504.44,326.0,7248923.4
WRmjgnKYAwPKWDb,2020-05-21 08:00:00,5096.4,499.64,405.0,7070130.0
YxYtjZvoooNbGkE,2020-05-21 08:00:00,4051.5,397.2166667,251.0,7221658.0
ZnxXDlPa8U1GXgE,2020-05-21 08:00:00,4133.333333,405.2333333,258.1666667,6564419.5
ZoEaEvLYb1n2sOq,2020-05-21 08:00:00,3984.0,390.85,249.3333333,7139428.667
adLQvlD726eNBSB,2020-05-21 08:00:00,5261.4,515.74,416.6,6314031.6
bvBOhCH3iADSZry,2020-05-21 08:00:00,3049.166667,299.3166667,237.1666667,6355383.167
iCRJl6heRkivqQ3,2020-05-21 08:00:00,4818.0,472.4,297.2,7219964.333
ih0vzX44oOqAx2f,2020-05-21 08:00:00,2925.6,286.84,227.6,6226301.333
pkci93gMrogZuBj,2020-05-21 08:00:00,3953.333333,387.6333333,301.0,7210553.667
rGa61gmuvPhdLxV,2020-05-21 08:00:00,4738.2,464.86,295.0,7152994.0
sjndEbLyjtCKgGv,2020-05-21 08:00:00,3865.8,379.08,295.6,7058423.8
uHbuxQJl8lW7ozc,2020-05-21 08:00:00,4829.8,473.54,369.2,7080474.667
wCURE6d3bPkepu2,2020-05-21 08:00:00,3204.166667,314.1666667,243.0,6824597.333
z9Y9gH1T5YWrNuG,2020-05-21 08:00:00,3901.6,382.54,299.2,7049628.2
zBIq5rxdHJRwDNY,2020-05-21 08:00:00,4822.2,472.82,298.4,6381222.333
zVJPv84UY57bAof,2020-05-21 08:00:00,4805.0,471.1,298.0,7157544.0
1BY6WEcLGh8j5v7,2020-05-21 08:15:00,5397.875,529.0875,460.875,6298806.875
1IF53ai7Xc0U56Y,2020-05-21 08:15:00,5972.5,585.2375,532.0,6225959.0
3PZuoBAID5Wc2HD,2020-05-21 08:15:00,6079.75,595.7125,536.125,7030030.125
7JYdWkrLSPkdwr4,2020-05-21 08:15:00,5752.428571,563.7428571,494.5714286,7644474.571
McdE0feGgRqW7Ca,2020-05-21 08:15:00,5751.142857,563.6285714,477.2857143,7201539.286
VHMLBKoKgIrUVDU,2020-05-21 08:15:00,5991.714286,587.1142857,508.4285714,7249032.429
WRmjgnKYAwPKWDb,2020-05-21 08:15:00,5873.25,575.5375,527.625,7070252.625
YxYtjZvoooNbGkE,2020-05-21 08:15:00,5690.571429,557.6714286,472.7142857,7221766.714
ZnxXDlPa8U1GXgE,2020-05-21 08:15:00,5782.285714,566.6714286,486.5714286,6564531.571
ZoEaEvLYb1n2sOq,2020-05-21 08:15:00,5266.714286,516.3,469.5714286,7139537.571
adLQvlD726eNBSB,2020-05-21 08:15:00,6191.125,606.5625,540.875,6314155.875
bvBOhCH3iADSZry,2020-05-21 08:15:00,5412.875,530.525,455.125,6355493.125
iCRJl6heRkivqQ3,2020-05-21 08:15:00,5469.75,536.175,476.0,7220081.0
ih0vzX44oOqAx2f,2020-05-21 08:15:00,5650.857143,553.8,471.4285714,6226413.143
pkci93gMrogZuBj,2020-05-21 08:15:00,5613.0,550.125,471.625,7210669.625
rGa61gmuvPhdLxV,2020-05-21 08:15:00,5614.375,550.2375,473.75,7153106.75
sjndEbLyjtCKgGv,2020-05-21 08:15:00,5556.571429,544.5714286,464.7142857,7058525.714
uHbuxQJl8lW7ozc,2020-05-21 08:15:00,5724.125,560.9875,484.25,7080595.25
wCURE6d3bPkepu2,2020-05-21 08:15:00,5610.285714,549.8571429,459.4285714,6824703.429
z9Y9gH1T5YWrNuG,2020-05-21 08:15:00,5729.142857,561.4571429,470.5714286,7049731.571
zBIq5rxdHJRwDNY,2020-05-21 08:15:00,5642.875,553.0375,475.875,6381337.875
zVJPv84UY57bAof,2020-05-21 08:15:00,5643.5,553.1,476.0,7157655.0
1BY6WEcLGh8j5v7,2020-05-21 08:30:00,6313.285714,618.4857143,603.5714286,6298949.571
1IF53ai7Xc0U56Y,2020-05-21 08:30:00,6772.142857,663.3571429,684.1428571,6226111.143
3PZuoBAID5Wc2HD,2020-05-21 08:30:00,7086.428571,693.9571429,696.0,7030190.0
7JYdWkrLSPkdwr4,2020-05-21 08:30:00,6700.625,656.35,645.125,7644625.125
McdE0feGgRqW7Ca,2020-05-21 08:30:00,6348.375,621.9875,625.0,7201687.0
VHMLBKoKgIrUVDU,2020-05-21 08:30:00,6939.375,679.6125,666.625,7249190.625
WRmjgnKYAwPKWDb,2020-05-21 08:30:00,6847.857143,670.6857143,683.0,7070408.0
YxYtjZvoooNbGkE,2020-05-21 08:30:00,6143.5,601.8375,614.625,7221908.625
ZnxXDlPa8U1GXgE,2020-05-21 08:30:00,6523.25,639.025,639.125,6564684.125
ZoEaEvLYb1n2sOq,2020-05-21 08:30:00,6004.125,588.3625,604.375,7139672.375
adLQvlD726eNBSB,2020-05-21 08:30:00,7156.142857,700.7714286,706.1428571,6314321.143
bvBOhCH3iADSZry,2020-05-21 08:30:00,6255.0,612.8142857,597.4285714,6355635.429
iCRJl6heRkivqQ3,2020-05-21 08:30:00,6320.428571,619.1857143,623.0,7220228.0
ih0vzX44oOqAx2f,2020-05-21 08:30:00,6192.142857,606.7,620.4285714,6226558.857
pkci93gMrogZuBj,2020-05-21 08:30:00,6582.857143,644.8285714,619.1428571,7210817.143
rGa61gmuvPhdLxV,2020-05-21 08:30:00,6385.0,625.5285714,620.8571429,7153253.857
sjndEbLyjtCKgGv,2020-05-21 08:30:00,6137.0,601.275,610.0,7058671.0
uHbuxQJl8lW7ozc,2020-05-21 08:30:00,6658.428571,652.2,637.0,7080748.0
wCURE6d3bPkepu2,2020-05-21 08:30:00,6064.875,594.3125,596.625,6824840.625
z9Y9gH1T5YWrNuG,2020-05-21 08:30:00,6504.375,637.1375,616.75,7049877.75
zBIq5rxdHJRwDNY,2020-05-21 08:30:00,6129.428571,600.5142857,620.0,6381482.0
zVJPv84UY57bAof,2020-05-21 08:30:00,6508.714286,637.5857143,626.1428571,7157805.143
1BY6WEcLGh8j5v7,2020-05-21 08:45:00,7093.714286,694.6714286,756.0,6299102.0
1IF53ai7Xc0U56Y,2020-05-21 08:45:00,7891.75,772.525,868.25,6226295.25
3PZuoBAID5Wc2HD,2020-05-21 08:45:00,7911.375,774.4375,879.75,7030373.75
7JYdWkrLSPkdwr4,2020-05-21 08:45:00,7656.428571,749.5857143,820.0,7644800.0
McdE0feGgRqW7Ca,2020-05-21 08:45:00,7680.285714,751.8857143,797.1428571,7201859.143
VHMLBKoKgIrUVDU,2020-05-21 08:45:00,7882.571429,771.6285714,846.7142857,7249370.714
WRmjgnKYAwPKWDb,2020-05-21 08:45:00,7768.0,760.45,862.5,7070587.5
YxYtjZvoooNbGkE,2020-05-21 08:45:00,7542.142857,738.4142857,784.7142857,7222078.714
ZnxXDlPa8U1GXgE,2020-05-21 08:45:00,7716.0,755.3857143,820.8571429,6564865.857
ZoEaEvLYb1n2sOq,2020-05-21 08:45:00,7401.571429,724.7,769.0,7139837.0
adLQvlD726eNBSB,2020-05-21 08:45:00,8004.875,783.525,891.5,6314506.5
bvBOhCH3iADSZry,2020-05-21 08:45:00,6995.714286,685.1142857,747.7142857,6355785.714
iCRJl6heRkivqQ3,2020-05-21 08:45:00,7199.625,704.9375,785.0,7220390.0
ih0vzX44oOqAx2f,2020-05-21 08:45:00,7494.5,733.7833333,780.3333333,6226721.333
pkci93gMrogZuBj,2020-05-21 08:45:00,7346.0,719.2571429,779.7142857,7210977.714
rGa61gmuvPhdLxV,2020-05-21 08:45:00,7401.875,724.7375,786.0,7153419.0
sjndEbLyjtCKgGv,2020-05-21 08:45:00,7301.285714,714.8857143,774.8571429,7058835.857
uHbuxQJl8lW7ozc,2020-05-21 08:45:00,6996.571429,685.1857143,793.7142857,7080904.714
wCURE6d3bPkepu2,2020-05-21 08:45:00,7525.285714,736.7714286,766.8571429,6825010.857
z9Y9gH1T5YWrNuG,2020-05-21 08:45:00,7607.714286,744.8142857,790.5714286,7050051.571
zBIq5rxdHJRwDNY,2020-05-21 08:45:00,7444.875,728.95,786.25,6381648.25
zVJPv84UY57bAof,2020-05-21 08:45:00,7325.25,717.25,795.125,7157974.125
1BY6WEcLGh8j5v7,2020-05-21 09:00:00,7514.375,735.7,935.625,6299281.625
1IF53ai7Xc0U56Y,2020-05-21 09:00:00,8578.857143,839.4285714,1074.714286,6226501.714
3PZuoBAID5Wc2HD,2020-05-21 09:00:00,8427.857143,824.7428571,1080.857143,7030574.857
7JYdWkrLSPkdwr4,2020-05-21 09:00:00,8238.375,806.2625,1020.5,7645000.5
McdE0feGgRqW7Ca,2020-05-21 09:00:00,8342.625,816.4375,994.75,7202056.75
VHMLBKoKgIrUVDU,2020-05-21 09:00:00,8403.125,822.3,1044.375,7249568.375
WRmjgnKYAwPKWDb,2020-05-21 09:00:00,8413.571429,823.3428571,1058.0,7070783.0
YxYtjZvoooNbGkE,2020-05-21 09:00:00,7903.375,773.5625,977.25,7222271.25
ZnxXDlPa8U1GXgE,2020-05-21 09:00:00,8312.142857,813.4857143,1002.0,6565047.0
ZoEaEvLYb1n2sOq,2020-05-21 09:00:00,8129.375,795.6625,958.25,7140026.25
adLQvlD726eNBSB,2020-05-21 09:00:00,8581.285714,839.6571429,1095.428571,6314710.429
bvBOhCH3iADSZry,2020-05-21 09:00:00,7422.0,726.6625,922.75,6355960.75
iCRJl6heRkivqQ3,2020-05-21 09:00:00,8470.571429,828.9,978.0,7220583.0
ih0vzX44oOqAx2f,2020-05-21 09:00:00,7869.142857,770.3,963.4285714,6226904.429
pkci93gMrogZuBj,2020-05-21 09:00:00,7873.25,770.6625,971.5,7211169.5
