SOURCE_KEY,DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
1BY6WEcLGh8j5v7,2020-05-17 00:00:00,0.0,0.0,0.0,6271605.0
1IF53ai7Xc0U56Y,2020-05-17 00:00:00,0.0,0.0,0.0,6196594.0
3PZuoBAID5Wc2HD,2020-05-17 00:00:00,0.0,0.0,0.0,7000689.0
7JYdWkrLSPkdwr4,2020-05-17 00:00:00,0.0,0.0,807.625,7615537.0
McdE0feGgRqW7Ca,2020-05-17 00:00:00,0.0,0.0,0.0,7172021.0
VHMLBKoKgIrUVDU,2020-05-17 00:00:00,0.0,0.0,839.25,7219380.0
WRmjgnKYAwPKWDb,2020-05-17 00:00:00,0.0,0.0,0.0,7041430.0
YxYtjZvoooNbGkE,2020-05-17 00:00:00,0.0,0.0,809.375,7192732.0
ZnxXDlPa8U1GXgE,2020-05-17 00:00:00,0.0,0.0,834.5,6535152.0
ZoEaEvLYb1n2sOq,2020-05-17 00:00:00,0.0,0.0,0.0,7110744.0
adLQvlD726eNBSB,2020-05-17 00:00:00,0.0,0.0,0.0,6284443.0
bvBOhCH3iADSZry,2020-05-17 00:00:00,0.0,0.0,0.0,6328648.0
iCRJl6heRkivqQ3,2020-05-17 00:00:00,0.0,0.0,0.0,7190848.0
ih0vzX44oOqAx2f,2020-05-17 00:00:00,0.0,0.0,806.25,6197810.0
pkci93gMrogZuBj,2020-05-17 00:00:00,0.0,0.0,0.0,7181650.0
rGa61gmuvPhdLxV,2020-05-17 00:00:00,0.0,0.0,0.0,7124099.0
sjndEbLyjtCKgGv,2020-05-17 00:00:00,0.0,0.0,0.0,7029613.0
uHbuxQJl8lW7ozc,2020-05-17 00:00:00,0.0,0.0,0.0,7051339.0
wCURE6d3bPkepu2,2020-05-17 00:00:00,0.0,0.0,0.0,6795470.0
z9Y9gH1T5YWrNuG,2020-05-17 00:00:00,0.0,0.0,811.0,7020740.0
zBIq5rxdHJRwDNY,2020-05-17 00:00:00,0.0,0.0,0.0,6352150.0
zVJPv84UY57bAof,2020-05-17 00:00:00,0.0,0.0,0.0,7128535.0
1BY6WEcLGh8j5v7,2020-05-17 00:15:00,0.0,0.0,0.0,6271605.0
1IF53ai7Xc0U56Y,2020-05-17 00:15:00,0.0,0.0,0.0,6196594.0
3PZuoBAID5Wc2HD,2020-05-17 00:15:00,0.0,0.0,0.0,7000689.0
7JYdWkrLSPkdwr4,2020-05-17 00:15:00,0.0,0.0,0.0,7615537.0
McdE0feGgRqW7Ca,2020-05-17 00:15:00,0.0,0.0,0.0,7172021.0
VHMLBKoKgIrUVDU,2020-05-17 00:15:00,0.0,0.0,0.0,7219380.0
WRmjgnKYAwPKWDb,2020-05-17 00:15:00,0.0,0.0,0.0,7041430.0
YxYtjZvoooNbGkE,2020-05-17 00:15:00,0.0,0.0,0.0,7192732.0
ZnxXDlPa8U1GXgE,2020-05-17 00:15:00,0.0,0.0,0.0,6535152.0
ZoEaEvLYb1n2sOq,2020-05-17 00:15:00,0.0,0.0,0.0,7110744.0
adLQvlD726eNBSB,2020-05-17 00:15:00,0.0,0.0,0.0,6284443.0
bvBOhCH3iADSZry,2020-05-17 00:15:00,0.0,0.0,0.0,6328648.0
iCRJl6heRkivqQ3,2020-05-17 00:15:00,0.0,0.0,0.0,7190848.0
